"22.5.2013 13:27";"Kol Ami";"Authentic Israel";"GabiG@authenticisrael.com";"972542215454";"972587507000";"F7";"http://www.authenticisrael.com/";"https://www.facebook.com/pages/%D7%A7%D7%95%D7%9C-%D7%A2%D7%9E%D";"•Young Jews from Israel and around the world getting to know Isr";"F11";"18-22";"yes";"01/09/2013";"F15";"F16";"F17";"in months";"6";"all year round";"9500";"housing, full board, tuition";"leadership & activism training";"leadership & activism training, tour Israel, aliyah";"F25";"sports, politics, social issues & Israeli society, judaism, Isra";""volunteer opportunities, outdoor challenge, environment & Natur";"Enrichment activities & Fun, Volunteer, Study, Explore Israel's";"English";"Israel";"the north, Jerusalem and surrounding areas";"F32";"F33"
"22.08.2012 11:15";"Yeshivat Har Etzion";"Yeshivat Har Etzion";"office@etzion.org.il";"972-2-993-7300";"ext. 5";"http://www.haretzion.org";"http://www.haretzion.org";"http://www.vbm-torah.org";"Yeshivat Har Etzion is a Hesder Yeshiva with a program for overseas students. The Yeshiva's overall mission is to foster a love of God and a lifelong commitment to learning Torah, to Israel, and its people. To understand the spirit of this Yeshiva, a story must be told: Many years ago, the Baal HaTanya was learning in his room. In the next room, his grandson, the Tzemach Tzedek, was learning and in the third room a baby slept. Suddenly, the baby woke and began to cry. The Tzemach Tzedek continued studying. The Baal HaTanya got up, walked past the Tzemach Tzedek into the room with the baby. He picked up the baby and comforted it. When the baby was quiet, the Baal HaTanya said to his grandson"If you learn Torah and don’t hear a Jewish baby's cry, there is something wrong with your learning."In Yeshivat Har Etzion, our goal is to learn Torah AND hear the baby's cry. It is our job, to hear the cries of our generation.";"gap year (between high school and University)";"18-22";"yes";"";"";"";"";"in months";"12";"all year round";"";"housing, full board, visit additional countries, tuition";"community service";"community service";"";"judaism";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers, vi";"study, learn hebrew, volunteer, travel";"Hebrew";"Israel";"Jerusalem and surrounding areas";"";""
"21.08.2012 20:38";"Puzzle Families";"Puzzle Israel";"PuzzleIsrael@gmail.com";"972 -52- 226 1323";"";"http://www.puzzleisrael.com";"http://puzzleisrael.com/Trip.aspx?TripId=45";"http://puzzleisrael.com/NewsMedia.aspx";"Explore the richness of Israel through a family adventure. After traveling as a family through your region of choice, celebrate your Bar or Bat Mitzvah according to your family's tradition and observance in the foothills of The Golan Heights, atop Masada, or at the Western Wall. Hear, feel, and touch Jewish history as you weave modern and ancient legacies into your family's story.";"bar and bat mitzvah";"12 & 13";"no";"";"";"";"";"in weeks";"";"all year round";"400";"housing, full board, tuition";"touring the country";"leadership & activism training, tour Israel";"";"sports, arts, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, outdoor challenge, tour israel, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"all over the country";"";""
"21.08.2012 20:28";"Puzzle Treks";"Puzzle Israel";"puzzleisrael@gmail.com";"972 -52- 226 1323";"";"http://www.puzzleisrael.com";"http://puzzleisrael.com/Trip.aspx?TripId=17";"http://puzzleisrael.com/NewsMedia.aspx";"Puzzle invites you to cover Israeli terrain on five fascinating and challenging weeks built specifically for travelers who love nature and sprawling landscapes. Small intimate groups will set out to explore Israel on foot and discover the hidden magic of mountainous vistas and unique geographical phenomena, with a rich mix of ancient history and modern society. Participants will spend five days on the trail at a time with weekends hosted by Israeli families throughout the country. Weaving through portions of the Israel National Trail, each portion of the trek provides the core contents of Puzzle Israel trips: survival and navigation workshops, interactive cooking demonstrations, music evenings and sunrise yoga.";"4-10 week programs for students and young adults";"18-30";"no";"";"";"";"";"in weeks";"5";"all year round";"3300";"housing, full board, tuition";"touring the country";"leadership & activism training, tour Israel, partnership together";"";"sports, environment & nature, social issues & Israeli society, Israeli history & Zionism";""volunteer opportunities, outdoor challenge, tour israel, environment & Nature, Israeli home hospitality, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"all over the country";"";""
"21.08.2012 20:15";"Puzzle Shorts";"Puzzle Israel";"puzzleisrael@gmail.com";"972 -52- 226 1323";"";"http://www.puzzleisrael.com";"http://puzzleisrael.com/Trip.aspx?TripId=1";"http://puzzleisrael.com/NewsMedia.aspx";"Puzzle Shorts provides those already on long-term programs, currently traveling, or currently living in Israel with seven programs to choose from. Each program is explorative and innovative, highlighting various regions and trails of Israel. Puzzle provides all inclusive travel solutions that allow participants to view the country off the tour bus and into the wild.";"less than 4 weeks for students and young adults";"18-30";"no";"";"";"";"";"in days";"5";"all year round";"275";"housing, full board, tuition";"touring the country";"leadership & activism training, partnership together";"";"sports, arts, environment & nature, social issues & Israeli society, Israeli history & Zionism";""volunteer opportunities, outdoor challenge, tour israel, environment & Nature, Israeli home hospitality, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"all over the country";"";""
"20.08.2012 14:57";"RRIS Interdisciplinary Center (IDC) Herzliya: M.B.A. in Global Business Leadership (GMBA)";"Sandra Myara";"Masters@idc.ac.il";"+972 9 952 7658";"+972 9 952 7391";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/MBA/management/Pages/application.aspx";"http://portal.idc.ac.il/en/main/admissions/MBA/management/Pages/contact_us.aspx";"In addition to the core courses in general management, GLOBAL BUSINESS LEADERSHIP is comprised of a rich array of courses and workshops aimed to provide students with the opportunity to hone their individual leadership skills. Real-world exercises in the art of management, coupled with a comprehensive study trip to Asia, further enable students to enrich their understanding of today’s complex and ever-changing global business environment. GMAT required";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"24";"all year round";"13375";"tuition";"academic study";"academic study, hebrew ulpan";"";"business, technology";""educational seminars, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew,Volunteer";"English";"Israel";"Tel aviv and surrounding areas";"";""
"20.08.2012 12:57";"RRIS Interdisciplinary Center (IDC) Herzliya: M.B.A. in Global Strategic Management (GMBA)";"Sandra Myara";"Masters@idc.ac.il";"+972 9 952 7658";"+972 9 952 77391";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/MBA/management/Pages/application.aspx";"http://portal.idc.ac.il/en/main/admissions/MBA/management/Pages/contact_us.aspx";"This distinctive M.B.A. in Global Strategic Management at IDC Herzliya, run jointly with the Wharton School of Business at the University of Pennsylvania, offers you the opportunity to acquire the tools and management techniques used by international management consulting firms and become a part of a multinational consulting team that works on a real-life project sponsored by a real client, either an Israeli or multinational company. This Global Consulting Practicum includes sponsored international travel and provides genuine global collaboration and practical experience. You will have access to an extensive international network and work closely with the finest graduates of the world’s leading business schools. GMAT Required";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"24";"all year round";"12750";"tuition";"academic study";"academic study, hebrew ulpan";"";"social issues & Israeli society, business";""educational seminars, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew,Volunteer";"English";"Israel";"Tel aviv and surrounding areas";"";""
"20.08.2012 12:45";"RRIS Interdisciplinary Center (IDC) Herzliya: M.A. in Government: Thesis Track";"Sandra Myara";"masters@idc.ac.il";"+972-9-952-7658";"+972-9-952-7391";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ma_admission.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ContactUs.aspx";"The M.A. in Government with Thesis at IDC Herzliya Lauder School of Government, Diplomacy and Strategy is intended for students who plan scholarly careers involving research and teaching. While research is at the core of the program, it also includes a selection of core and elective courses, as well as directed study with a faculty advisor. The program offers basic and advanced courses in government, politics, and international affairs, as well as interdisciplinary skills and will provide you with a practical and theoretical understanding of the field.";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"24";"all year round";"12600";"tuition";"academic study";"academic study, hebrew ulpan";"";"politics, social issues & Israeli society";""tour israel, educational seminars, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew,Volunteer";"English";"Israel";"Tel aviv and surrounding areas";"";""
"20.08.2012 12:31";"RRIS Interdisciplinary Center (IDC) Herzliya: M.A. in Government: Diplomacy & Conflict Studies";"Sandra Myara";"masters@idc.ac.il";"+972-9-952-7658";"+972-9-952-7391";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ma_admission.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ContactUs.aspx";"Want to equip yourself to deal with international conflicts and problems in today's globalized world? The M.A. in Diplomacy & Conflict Studies at IDC Herzliya combines the theory and practice of contemporary diplomacy with the study of conflict. You will gain an understanding of how conflicts and wars develop and how they may be managed or resolved, strategically, diplomatically or informally. The program emphasizes the acquisition of tools for dealing with conflict: negotiation, mediation, arbitration, public diplomacy, and track-two engagement, as well as the psychological, cultural and legal aspects of conflict.";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"12";"all year round";"12600";"tuition";"academic study";"academic study, hebrew ulpan";"";"politics, business, technology";""Israeli home hospitality"";"Enrichment activities & Fun, study, learn hebrew";"English";"Israel";"Tel aviv and surrounding areas";"";""
"20.08.2012 11:37";"RRIS Interdisciplinary Center (IDC) Herzliya: M.A. in Government: Counterterrorism and Homeland Security Studies";"Sandra Myara";"master@idc.ac.il";"+972-9-952-7658";"+972-9-952-7391";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ma_admission.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ContactUs.aspx";"The M.A. in Counterterrorism and Homeland Security (in collaboration with the International Institute for Counterterrorism) is a cutting-edge graduate program that combines academic study, simulations and workshops to offer special tools for critical thinking in this field. Each course provides concentrated, in-depth exposure to the phenomenon of modern terrorism and its characteristics, modus operandi, scope and dissemination throughout the world. You will obtain an understanding of the many challenges this phenomenon presents to decision-makers, security establishments, first responders, legal systems and business sector based on the experience Israel has accumulated in the field.";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"12";"all year round";"12600";"tuition";"academic study";"academic study, hebrew ulpan";"";"politics";"""";"Enrichment activities & Fun, study, learn hebrew";"English";"Israel";"Tel aviv and surrounding areas";"";""
"20.08.2012 10:54";"RRIS - Interdisciplinary Center (IDC) Herzliya: M.B.A. in Global Innovation and Entrepreneurship (IE-GMBA)";"Sandra Myara";"master@idc.ac.il";"+972 9 952 7658";"+972 9 952 7391";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/MBA/management/Pages/application.aspx";"http://portal.idc.ac.il/en/main/admissions/MBA/management/Pages/contact_us.aspx";"Want to earn an M.B.A. while gaining practical experience and establishing your own commercial or social venture? The M.B.A. in Innovation and Entrepreneurship at IDC Herzliya is designed for students from Israel and abroad who wish to acquire the necessary skills to start their own venture in the global market. The program provides state-of-the-art innovation and entrepreneurship studies together with theoretical and practical tools needed to conduct business in the global arena. The curriculum addresses entrepreneurship in all its aspects and builds on Israel’s status as a center of high-tech entrepreneurship. The program also works with the New Media lab on campus to create new technology that will be brought to the market. GMAT required";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"24";"all year round";"12750";"tuition";"academic study";"academic study, hebrew ulpan";"";"business";""meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew,Volunteer";"English";"Israel";"Tel aviv and surrounding areas";"";""
"20.08.2012 10:27";"RRIS Interdisciplinary Center (IDC) Herzliya: M.A. in Organizational Behavior and Development";"Boyanna Grubeshich";"bgrubeshich@idc.ac.il";"+972 9 952 7391";"+972 9 952 7381";"http://portal.idc.ac.il/en/main/homepage/Pages/homepage.aspx";"http://portal.idc.ac.il/en/main/admissions/obd/Pages/gallery.aspx";"http://portal.idc.ac.il/en/main/admissions/MAGovernment/Pages/ContactUs.aspx";"The MA program in Organizational Behavior and Development (OBD), is a joint academic program of the Arison School of Business and the School of Psychology at IDC Herzliya. It is unique in its synthesis of the disciplines of social psychology, organizational psychology, business administration and management. We believe in the importance of adopting multiple perspectives in studying and understanding organizational issues, ranging from the individual to the group and organizational perspectives. Our curricula is based on the"scientific-practitioner"model, by which students are exposed to “cutting edge” theory and research and receive the opportunity to immediately apply this scientific knowledge into fieldwork within Israeli and international organizations. The program includes two tracks: Track A (with thesis) and Track B (without thesis).";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"24";"all year round";"10700";"tuition";"academic study";"academic study, hebrew ulpan";"";"social issues & Israeli society, business";""internship educational seminars"";"Enrichment activities & Fun, study, learn hebrew,Volunteer";"English";"Israel";"Tel aviv and surrounding areas";"";""
"19.08.2012 13:32";"LIFE Program";"B\'Tzedek LIFE";"yonatan@btzedek@org.il";"1-800-793-0525";"";"http://www.LIFEprogram.org";"http://www.LIFEprogram.org";"http://www.LIFEprogram.org";"LIFE is an internship-based career and leadership development program for participants from across the Jewish world together with your Israeli peers. LIFE starts in Israel with a two-week orientation, continues in India for four months, finishes with four-and-a-half months in Israel, and includes a four-day study tour of Jordan.";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"9";"all year round";"12500";"housing, flights, visit additional countries";"internship";"leadership & activism training";"";"politics, arts, science, social issues & Israeli society, judaism, Israeli history & Zionism, business";""volunteer opportunities, internship educational seminars, environment & Nature, Jewish study, Israel & International tour"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas";"";""
"19.08.2012 12:17";"JCC Maccabi Israel";"JCC Association";"israel@jcca.org";"1-800-732-1266";"972.2.625.1265";"http://www.jcca.org/";"http://www.jccmaccabiisrael.org/";"http://www.jccmaccabiisrael.org/contact/";"There are many ways for an American teen to get to Israel. One of the best is to go with a group of other teens from the same community or join an organized program with teens from across the country that offers the values, opportunities and safety you are looking for. Together they will experience the magic of Israel while building ties to each other. Non-denominational and pluralistic, JCC Maccabi Israel exposes Jewish teens to all that is great about Israel—its culture, its history, and its people. Our programs helps teens understand our past in order to build our future, creates meaningful dialogue between Israeli and American teens, challenges each participant to become a better and stronger person, and to truly understand the role of community in Jewish life. Our trips are fun, safe and rewarding!";"teen travel";"14-18";"no";"";"20/12/2013";"";"";"in weeks";"5";"all year round";"";"housing, flights, full board";"leadership & activism training";"leadership & activism training, tour Israel, summer camp, partnership together";"";"sports, politics, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, technology, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"Hebrew";"Israel";"all over the country";"";""
"16.08.2012 13:17";"Keshet Yehuda Pre Military Academy";"Keshet Yehuda Pre Military Academy";"avraham@jointheisraeliarmy.org";"631-350-5460";"972-4-685-0695";"http://www.keshetyehuda.org";"http://www.jointheisraeliarmy.org";"http://www.jointheisraeliarmy.org/?page_id=130";"Want to join the Israeli Army? We help you prepare! Learn Hebrew faster by integrating into over 130 Israelis your age and learn the skills you need to get into the best units. We have Torah classes for all levels and army trainers to help you get into great shape! 15 Student Limit.";"semester to year programs for ages 18-30";"12 & 13";"yes";"";"";"";"";"in months";"10";"all year round";"18900";"housing, full board, tuition";"";"hebrew ulpan, leadership & activism training, tour Israel, aliyah";"";"social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, outdoor challenge, tour israel, environment & Nature, Israeli home hospitality, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"the north";"";""
"16.08.2012 12:32";"Yeshivat Maale Gilboa Overseas Program";"Yeshivat Maale Gilboa";"yeshiva@maalegilboa.org";"972-4-648-0712";"";"http://www.maalegilboa.org";"";"ross@maalegilboa.org";"Yeshivat Maale Gilboa provides an intensive Yeshiva experience for thoughtful independent-minded young men. Our students are challenged to think for themselves and to live up to high ethical standards. Our overseas participants are fully integrated into the Israeli program giving them the opportunity to see Israel from the inside out.";"semester to year programs for ages 18-30";"18-30";"yes";"";"";"";"";"in months";"10";"all year round";"18100";"housing, full board, tuition";"jewish study";"academic study, leadership & activism training, tour Israel";"";"politics, arts, science, social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"Hebrew";"Israel";"the north";"";""
"15.08.2012 16:20";"Career Israel";"Israel Experience Ltd.";"jordanab@israelexperience.org.il";"1-877-261-3442";"972-2-621-6541";"http://www.theisraelexperience.org/";"http://www.careerisrael.com/";"http://www.careerisrael.com/contact-us";"Career Israel is a two to five-month professional internship program in Tel Aviv or Jerusalem open to college students and graduates, ages 18-30, from all over the world. Over 700 internships are available at leading Israeli companies and organizations in fields ranging from law, medicine, media, economics, politics, public relations, education, social work, engineering, and more. A professional internship in Israel is an impressive and prestigious addition to your resume and will enhance your career.";"semester to year programs for ages 18-30";"18-30";"yes";"5/09/2012";"";"";"";"in months";"5";"all year round";"7400";"housing, tuition";"internship";"hebrew ulpan, tour Israel";"";"politics, arts, social issues & Israeli society, judaism, Israeli history & Zionism, business, technology";""internship tour israel, educational seminars, environment & Nature, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, explore Israel's heritage, travel, Volunteer, internship";"English";"Israel";"Jerusalem and surrounding areas, Tel aviv and surrounding areas";"";""
"15.08.2012 13:48";"Midreshet AMIT";"Midreshet AMIT";"denab@amit.org.il";"+972-2-645-0435";"";"http://www.midreshetamit.org";"http://www.midreshetamit.org";"http://www.midreshetamit.org";"Midreshet AMIT provides our students with a unique program that combines learning Torah, engaging in volunteer-work, and connecting to Israel. We encourage our students to deepen their connection to Torah and contribute to the Jewish people through an intense learning experience combined with volunteering at Beit Hayeled. It is through maintaining a very delicate balance between Torah and volunteering that our students can achieve great heights and become the leaders of tomorrow.";"semester to year programs for ages 18-30";"18-22";"yes";"";"";"";"";"in months";"9";"winter";"23500";"housing, full board, tuition";"jewish study";"hebrew ulpan, tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas";"";""
"15.08.2012 12:26";"Nativ College Leadership Program in Israel";"United Synagogue of Conservative Judaism & Jewish study & Jewish study & Jewish study";"nativ@uscj.org";"212-533-7800 ext. 1119";"";"http://www.uscj.org";"http://www.nativ.org";"http://nativ.org/index.php?option=com_content&view=article&id=283&Itemid=221";"Nativ is a challenging academic year program dedicated to creating and inspiring the Conservative Jewish leaders of tomorrow. Nativ provides a unique opportunity to explore new directions on the journey to becoming a Jewish adult. From September to May Nativ participants are immersed in the rich and diverse society of Israel, exploring the land and enjoying a fulfilling Conservative Jewish lifestyle. The program includes academic university classes, intensive Hebrew classes, Judaic and Yeshiva studies, and innovative leadership training. Nativ enables recent high school graduates to earn college credits for their studies while living in a classroom without walls.";"semester to year programs for ages 18-30";"18-22";"yes";"";"";"";"";"in months";"9";"all year round";"";"housing, flights, full board, tuition";"jewish study";"academic study, hebrew ulpan, leadership & activism training, tour Israel";"";"politics, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers, ac";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"the north, the south, Jerusalem and surrounding areas";"";""
"14.08.2012 23:03";"Aardvark - Steinsaltz Track";"Aardvark Israel";"info@aardvarkisrael.com";"972-52-429-3681";"";"http://www.aardvarkisrael.com";"http://www.aardvarkisrael.com/program-options/steinsaltz";"https://www.regemsys.com/reg/templates/aardvark/index.asp?g_id=180#/https://www.regemsys.com/reg/forms/dashboard/dashboard.asp";"Are you a Day School student who doesn't want a full-time Yeshiva program yet loves Israel? Try the Rav Steinsaltz approach to Jewish learning. A co-ed Jewish learning environment in Jerusalem and Tel Aviv which includes volunteering/internships, seeing the country, and interacting with students from a wide range of Jewish backgrounds.";"semester to year programs for ages 18-30";"18-30";"yes";"30/08/2013";"";"";"";"in months";"9";"all year round";"18500";"housing, tuition";"jewish study";"academic study, hebrew ulpan, leadership & activism training, tour Israel, aliyah";"";"sports, politics, arts, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, business, technology, spirituality";""volunteer opportunities, outdoor challenge, internship tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, significant encounters";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas, Tel aviv and surrounding areas";"";""
"14.08.2012 22:51";"Aardvark International";"Aardvark Israel";"info@aardarkisrael.com";"972-52-429-3681";"";"http://www.aardvarkisrael.com";"http://www.aardvarkisrael.com/program-options/international";"https://www.regemsys.com/reg/templates/aardvark/index.asp?g_id=180#/https://www.regemsys.com/reg/forms/dashboard/dashboard.asp";"Explore the world while living in Tel Aviv and Jerusalem. Participants are based in these two great cities while they volunteer/intern, study (college credits can be earned) and see Israel. In addition, once a month participants go to a different country in the world: Norway, Spain, Ireland, China, Czech, Italy, Germany, and Holland.";"semester to year programs for ages 18-30";"18-22";"yes";"30/08/2013";"";"";"";"in months";"9";"all year round";"36000";"housing, visit additional countries, tuition";"";"academic study, hebrew ulpan, leadership & activism training, tour Israel, partnership together, aliyah";"";"sports, politics, arts, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, business, technology, spirituality";""volunteer opportunities, outdoor challenge, internship tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, significant encounters";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas, Tel aviv and surrounding areas";"";""
"14.08.2012 22:43";"Aardvark Israel";"Aardvark Israel";"info@aardvarkisrael.com";"972-52-429-3681";"";"http://www.aardvarkisrael.com";"http://www.aardvarkisrael.com";"https://www.regemsys.com/reg/templates/aardvark/index.asp?g_id=180#/https://www.regemsys.com/reg/forms/dashboard/dashboard.asp";"Tel Aviv and Jerusalem are the two best cities in Israel, and you can have a chance to base yourself in those cities and immerse yourself into the daily life of Israel by living, volunteering, learning, and exploring the whole country A full year college credit provided for those interested. One and Two semester options available.";"semester to year programs for ages 18-30";"12 & 13";"yes";"30/08/2013";"14/01/2014";"";"";"in months";"9";"all year round";"16000";"housing, tuition";"academic study";"academic study, hebrew ulpan, leadership & activism training, tour Israel, aliyah";"";"sports, politics, arts, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, business, technology, spirituality";""volunteer opportunities, outdoor challenge, internship tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, significant encounters";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas, Tel aviv and surrounding areas";"";""
"14.08.2012 12:18";"Eco-Israel Summer Session";"Hava & Adam Eco-Educational Farm";"ecoisrael@havaveadam.org";"1-718-360-4558";"972-50-8674547";"http://www.havaveadam.org";"http://www.eco-israel.org/summer.html";"http://www.eco-israel.org/summer.html";"The Eco-Israel summer session is a six-week intensive experience in sustainable living. Participants work three days a week alongside Israeli volunteers with two days of"class"time. Classes focus on sustainability while work provides hands-on experience with the various sustainable systems that make up the Hava & Adam Farm.";"4-10 week programs for students and young adults";"18-30";"no";"";"";"";"";"in weeks";"6";"summer";"2900";"housing, full board, tuition";"community service";"";"";"politics, science, environment & nature, spirituality";""outdoor challenge, educational seminars, environment & Nature, meet Israeli peers"";"Enrichment activities & Fun, Volunteer, travel";"English";"Israel";"Jerusalem and surrounding areas, Tel aviv and surrounding areas";"";""
"14.08.2012 12:15";"Midreshet B\'erot Bat Ayin Holistic Jewish Women\'s Seminary on the Land";"Rebbetzin Chana Bracha Siegelbaum";"info@berotbatayin.org";"972-2-993-4945";"972-2-993-2642";"http://www.berotbatayin.org";"http://www.berotbatayin.org/Programs/mainPrograms.htm";"http://www.berotbatayin.org/applnmain.htm";"Delve deep into your spiritual self through intensive textual study and creative spiritual expression. Live a healthy holistic lifestyle in a Hamish environment and connect with the Israel in a religious community. Join our International students from varied religious backgrounds. Low student/teacher ratio provides significant personal attention.";"semester to year programs for ages 18-30 (Masa)";"23-30";"yes";"";"";"";"";"in months";"10";"all year round";"10300";"housing, tuition";"jewish study";"hebrew ulpan";"";"arts, environment & nature, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas";"";""
"14.08.2012 12:06";"Eco-Israel Semester";"Hava & Adam Eco-Educational Farm";"ecoisrael@havaveadam.org";"1-718-360-4558";"972-50-8674547";"http://www.havaveadam.org";"http://www.eco-israel.org/semester.html";"http://www.eco-israel/semester.html";"Our 5-month semester programs offers students an in-depth and all-encompassing experience of permaculture, sustainability, communal living, and Israel and its people. Students receive an internationally recognized certificate in permaculture design. The extended length of the program allows us to broaden our curriculum to include more hands-on opportunities and additional coursework.";"semester to year programs for ages 18-30";"18-30";"yes";"01/09/2013";"";"";"";"in months";"5";"all year round";"6200";"housing, full board, tuition";"academic study";"leadership & activism training";"";"politics, arts, science, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, business, technology, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers, ti";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"Jerusalem and surrounding areas, Tel aviv and surrounding areas";"";""
"14.08.2012 00:21";"tzofim shnat shirut";"Daphna Yardeny";"hadracha@israelscouts.org";"212-451-6218";"212-451-6281";"http://www.israelscouts.org";"http://www.israelscouts.org";"http://www.israelscouts.org/index.php?option=com_content&view=article&id=74&Itemid=147";"Tzofim Shnat Sherut is a volunteering gap program that consists of one year of working in a development town or boarding school in Israel. The participants join the original program of the Tzofim (Scouts) Movement in Israel and together with Israeli Tzofim alumni they enjoy an amazing experience where they live in Israel, volunteer in the Israeli society, expand their leadership qualities, and strengthen their connection to Israel.";"semester to year programs for ages 18-30 (Masa)";"18-22";"yes";"";"";"";"";"in months";"12";"all year round";"3000";"housing, full board, tuition";"community service";"leadership & activism training";"";"politics, environment & nature, social issues & Israeli society";""volunteer opportunities, outdoor challenge, educational seminars, meet Israeli peers"";"Enrichment activities & Fun, volunteer, travel";"Hebrew";"Israel";"all over the country";"";""
